label,sentence
1,"What is the process for obtaining a talent visa for artists and performers in Spain?"
0,"I enjoy trying traditional Spanish dishes like paella."
1,"¿Cuál es el procedimiento para obtener la residencia por inversión en bienes raíces en España?"
0,"I plan to explore the historic architecture of Spanish cities."
1,"How long does it take to process a student visa application for Spain?"
0,"I'm a fan of Spanish street performers."
1,"¿Cuáles son las tasas de matrícula para estudiantes extranjeros en universidades españolas?"
0,"I want to witness the excitement of the Running of the Bulls in Pamplona."
1,"What is the process for obtaining a visa for language study programs in Spain?"
0,"I enjoy the vibrant nightlife of Spanish cities."
1,"¿Cuáles son las condiciones para obtener una visa humanitaria en caso de desastres naturales en España?"
0,"I plan to attend a Spanish flamenco music concert."
1,"How can I apply for a sports visa to compete in Spain?"
0,"I'm a fan of Spanish contemporary art exhibitions."
1,"¿Cuáles son los requisitos para una visa de residencia para artistas y creativos en España?"
0,"I want to experience the Semana Santa processions in Spain."
1,"What is the procedure for obtaining a visa for religious workers and missionaries in Spain?"
0,"I enjoy the traditional Spanish custom of tapas."
1,"¿Cuáles son los derechos laborales de los trabajadores extranjeros en España?"
0,"I plan to visit the historic town of Tarragona."
1,"How long does it take to process a skilled worker visa application for Spain?"
0,"I'm a fan of Spanish contemporary dance performances."
1,"¿Cuáles son las tasas de matrícula para programas de posgrado en universidades españolas?"
0,"I want to explore the natural beauty of the Spanish countryside."
1,"What is the process for obtaining a visa for scientific research and scholars in Spain?"
0,"I enjoy the cultural diversity of Spanish festivals."
1,"¿Cuáles son las condiciones para obtener una visa humanitaria en caso de refugiados en España?"
0,"I plan to attend a Spanish wine tasting event."
1,"How can I apply for an entrepreneur visa for startup ventures in Spain?"
0,"I'm a fan of Spanish electronic music festivals."
1,"¿Cuáles son los requisitos para una visa de residencia para profesionales médicos en España?"
0,"I want to witness the Feria de Abril in Seville."
1,"What is the process for obtaining a visa for humanitarian purposes in Spain?"
0,"I enjoy exploring the historic sites of Spain's ancient civilizations."
1,"¿Cuáles son las condiciones para obtener una visa de reagrupación familiar para hijos en España?"
0,"I plan to visit the traditional bodegas of La Mancha."
1,"How can I apply for a religious studies visa in Spain?"
0,"I'm a fan of Spanish contemporary photography."
1,"¿Cuáles son los derechos laborales de los estudiantes extranjeros que trabajan en España?"
0,"I want to experience the lively atmosphere of Valencia's Fallas festival."
1,"What is the process for obtaining a visa for cultural exchange and arts programs in Spain?"
0,"I enjoy the traditional Spanish art of flamenco dance."
1,"¿Cuáles son los requisitos para una visa humanitaria en caso de emergencias médicas en España?"
0,"I plan to visit the historic Roman ruins in Mérida, Spain."
1,"How can I apply for a family reunion visa for my spouse and children in Spain?"
0,"I'm a fan of Spanish contemporary sculpture."
1,"¿Cuáles son las condiciones para obtener una visa de trabajo temporal en España?"
0,"I want to experience the vibrant atmosphere of Madrid's Puerta del Sol."
1,"What is the process for obtaining a visa for internships in Spain?"
0,"I enjoy the Spanish tradition of afternoon siestas."
1,"¿Cuáles son los requisitos para una visa de residencia para inversionistas en España?"
0,"I plan to explore the historic Jewish quarter of Toledo."
1,"How long does it take to process a visa for seasonal agricultural work in Spain?"
0,"I'm a fan of Spanish contemporary theater productions."
1,"¿Cuáles son las condiciones para obtener una visa humanitaria en caso de catástrofes en España?"
0,"I want to experience the Carnival of Cádiz, Spain."
1,"What is the process for obtaining a visa for family caregivers in Spain?"
0,"I enjoy watching Spanish nature documentaries."
1,"What are the qualifications for obtaining a work visa in Spain?"
0,"I enjoy exploring Spanish museums and art galleries."
1,"¿Cuál es la duración máxima de una visa de turista en España?"
0,"I plan to hike in the Spanish national parks."
1,"How can I apply for a family reunion visa for my parents in Spain?"
0,"I'm a fan of Spanish flamenco music."
1,"¿Cuáles son los requisitos para una visa de residencia para jubilados con inversiones en España?"
0,"I want to experience the excitement of Spanish bullfighting."
1,"What is the process for obtaining a talent visa for artists and performers in Spain?"
0,"I enjoy trying traditional Spanish dishes like paella."
1,"¿Cuál es el procedimiento para obtener la residencia por inversión en bienes raíces en España?"
0,"I plan to explore the historic architecture of Spanish cities."
1,"How long does it take to process a student visa application for Spain?"
0,"I'm a fan of Spanish street performers."
1,"¿Cuáles son las tasas de matrícula para estudiantes extranjeros en universidades españolas?"
0,"I want to witness the excitement of the Running of the Bulls in Pamplona."
1,"What is the process for obtaining a visa for language study programs in Spain?"
0,"I enjoy the vibrant nightlife of Spanish cities."
1,"¿Cuáles son las condiciones para obtener una visa humanitaria en caso de desastres naturales en España?"
0,"I plan to attend a Spanish flamenco music concert."
1,"How can I apply for a sports visa to compete in Spain?"
0,"I'm a fan of Spanish contemporary art exhibitions."
1,"¿Cuáles son los requisitos para una visa de residencia para artistas y creativos en España?"
0,"I want to experience the Semana Santa processions in Spain."
1,"What is the procedure for obtaining a visa for religious workers and missionaries in Spain?"
0,"I enjoy the traditional Spanish custom of tapas."
1,"¿Cuáles son los derechos laborales de los trabajadores extranjeros en España?"
0,"I plan to visit the historic town of Tarragona."
1,"How long does it take to process a skilled worker visa application for Spain?"
0,"I'm a fan of Spanish contemporary dance performances."
1,"¿Cuáles son las tasas de matrícula para programas de posgrado en universidades españolas?"
0,"I want to explore the natural beauty of the Spanish countryside."
1,"What is the process for obtaining a visa for scientific research and scholars in Spain?"
0,"I enjoy the cultural diversity of Spanish festivals."
1,"¿Cuáles son las condiciones para obtener una visa humanitaria en caso de refugiados en España?"
0,"I plan to attend a Spanish wine tasting event."
1,"How can I apply for an entrepreneur visa for startup ventures in Spain?"
0,"I'm a fan of Spanish electronic music festivals."
1,"¿Cuáles son los requisitos para una visa de residencia para profesionales médicos en España?"
0,"I want to witness the Feria de Abril in Seville."
1,"What is the process for obtaining a visa for humanitarian purposes in Spain?"
0,"I enjoy exploring the historic sites of Spain's ancient civilizations."
1,"¿Cuáles son las condiciones para obtener una visa de reagrupación familiar para hijos en España?"
0,"I plan to visit the traditional bodegas of La Mancha."
1,"How can I apply for a religious studies visa in Spain?"
0,"I'm a fan of Spanish contemporary photography."
1,"¿Cuáles son los derechos laborales de los estudiantes extranjeros que trabajan en España?"
0,"I want to experience the lively atmosphere of Valencia's Fallas festival."
1,"What is the process for obtaining a visa for cultural exchange and arts programs in Spain?"
0,"I enjoy the traditional Spanish art of flamenco dance."
1,"¿Cuáles son los requisitos para una visa humanitaria en caso de emergencias médicas en España?"
0,"I plan to visit the historic Roman ruins in Mérida, Spain."
1,"How can I apply for a family reunion visa for my spouse and children in Spain?"
0,"I'm a fan of Spanish contemporary sculpture."
1,"¿Cuáles son las condiciones para obtener una visa de trabajo temporal en España?"
0,"I want to experience the vibrant atmosphere of Madrid's Puerta del Sol."
1,"What is the process for obtaining a visa for internships in Spain?"
0,"I enjoy the Spanish tradition of afternoon siestas."
1,"¿Cuáles son los requisitos para una visa de residencia para inversionistas en España?"
0,"I plan to explore the historic Jewish quarter of Toledo."
0,"The beautiful beaches of Barcelona are a must-visit."
1,"¿Cuál es el proceso para solicitar asilo político en España?"
0,"I love Spanish cuisine, especially paella."
1,"¿Cuáles son los derechos laborales de los trabajadores migrantes en España?"
0,"The architecture of Antoni Gaudí in Barcelona is stunning."
1,"¿Cuál es el procedimiento para obtener la nacionalidad española?"
0,"I enjoy the vibrant street markets in Spanish cities."
1,"¿Cuáles son los requisitos para casarse en España como extranjero?"
0,"I want to learn to dance the flamenco in Spain."
1,"¿Cuál es el sistema de educación en España?"
0,"I plan to go hiking in the Spanish Pyrenees."
1,"¿Cuál es la política de inmigración actual en España?"
0,"I'm a fan of Spanish literature, especially Miguel de Cervantes."
1,"¿Cuáles son las opciones de seguro de salud para expatriados en España?"
0,"I'd love to explore the historic Alhambra in Granada."
1,"¿Cuál es el proceso de naturalización para extranjeros en España?"
0,"I'm fascinated by the history of the Spanish Civil War."
1,"¿Cuál es el sistema de jubilación en España?"
0,"I plan to attend a traditional Spanish bullfight."
1,"¿Cuáles son los trámites para obtener una licencia de conducir en España?"
0,"I enjoy the Spanish tradition of tapas and wine."
1,"¿Cuál es la situación de los refugiados en España?"
0,"I want to experience the excitement of a Spanish fiesta."
1,"¿Cuál es la política de vivienda en España?"
0,"I'm interested in learning the Spanish language."
1,"¿Cuál es la tasa de desempleo actual en España?"
0,"I plan to explore the historic Roman ruins in Tarragona."
1,"¿Cuál es la política ambiental en España?"
0,"I'm a fan of Spanish football and want to watch a live match."
1,"¿Cuáles son las leyes de tráfico en España?"
0,"I enjoy the traditional Spanish custom of siesta."
1,"¿Cuál es la situación de la igualdad de género en España?"
0,"I want to visit the picturesque villages of Andalusia."
1,"¿Cuál es la política de impuestos en España?"
0,"I'm a fan of Spanish art, particularly the works of Picasso."
1,"¿Cuál es la política de energía renovable en España?"
0,"I plan to take a culinary tour of Spanish cuisine."
1,"¿Cuál es la política de transporte público en España?"
0,"I enjoy the beautiful landscapes of the Spanish countryside."
1,"¿Cuál es la situación de la educación infantil en España?"
0,"I want to experience the lively atmosphere of Las Ramblas in Barcelona."
1,"¿Cuál es la política de derechos LGBT en España?"
0,"I'm interested in exploring the historic Jewish quarter of Toledo."
1,"¿Cuál es la situación de la salud mental en España?"
0,"I plan to go wine tasting in the Rioja region."
1,"¿Cuál es la política de inmigración en las Islas Canarias?"
0,"I enjoy the traditional Spanish music of flamenco guitar."
1,"¿Cuál es la situación de las personas con discapacidad en España?"
0,"I want to witness the La Tomatina festival in Buñol."
1,"¿Cuál es la política de turismo sostenible en España?"
0,"I'm a fan of Spanish cinema, especially Pedro Almodóvar's films."
1,"¿Cuál es la situación de los pueblos indígenas en España?"
0,"I plan to explore the historic city of Segovia."
1,"¿Cuál es la política de protección del medio ambiente marino en España?"
0,"I enjoy the Spanish tradition of the siesta."
1,"¿Cuál es la situación de la vivienda social en España?"
0,"I want to visit the beautiful Canary Islands."
